2025-04-29 01:11:59,596 - __main__ - INFO - Initializing AlphaZero trainer
2025-04-29 01:11:59,596 - __main__ - INFO - Debug mode: True
2025-04-29 01:11:59,608 - __main__ - INFO - ==================================================
2025-04-29 01:11:59,608 - __main__ - INFO - DETAILED ENVIRONMENT DIMENSIONS ANALYSIS
2025-04-29 01:11:59,608 - __main__ - INFO - ==================================================
2025-04-29 01:11:59,609 - __main__ - INFO - Card feature dimension: 8
2025-04-29 01:11:59,609 - __main__ - INFO - Primary cards shape: (90, 8)
2025-04-29 01:11:59,609 - __main__ - INFO - 
--- State Dimension Breakdown ---
2025-04-29 01:11:59,609 - __main__ - INFO - 1. Card state: 4 levels × 3 cards × 8 features = 96
2025-04-29 01:11:59,610 - __main__ - INFO - 2. Gems: 6 types = 6
2025-04-29 01:11:59,610 - __main__ - INFO - 3. Player state: 6 (gems) + 5 (other) + 8 × 3 cards = 35
2025-04-29 01:11:59,610 - __main__ - INFO - 4. Noble tiles: 5 nobles × 5 features = 25
2025-04-29 01:11:59,610 - __main__ - INFO - 
Total state dimension: 96 + 6 + 35 + 25 = 162
2025-04-29 01:11:59,610 - __main__ - INFO - Action dimension: 88
2025-04-29 01:11:59,610 - __main__ - INFO - 
--- State Dimension Formula ---
2025-04-29 01:11:59,611 - __main__ - INFO - state_dim = (4 × 3 × 8) + 6 + (6 + 5 + 8 × 3) + (5 × 5)
2025-04-29 01:11:59,611 - __main__ - INFO - state_dim = 96 + 6 + 11 + 24 + 25
2025-04-29 01:11:59,611 - __main__ - INFO - state_dim = 120 + 42 = 162
2025-04-29 01:11:59,829 - __main__ - INFO - Using device: cuda
2025-04-29 01:12:00,869 - __main__ - INFO - Environment initialized with state_dim=162, action_dim=88
2025-04-29 01:12:00,870 - __main__ - INFO - Training parameters: lr=0.001, weight_decay=0.0001, batch_size=2048, replay_size=10000, num_simulations=100
2025-04-29 01:12:00,870 - __main__ - INFO - ==================================================
2025-04-29 01:12:00,992 - __main__ - INFO - Loading model from models/alphazero_final.pth
2025-04-29 01:12:00,994 - __main__ - INFO - Loaded model from iteration 6
2025-04-29 01:12:00,996 - __main__ - INFO - Starting AlphaZero training from iteration 7 for 1 iterations
2025-04-29 01:23:12,280 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,283 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,287 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,291 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,295 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,299 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,303 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,307 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,311 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,314 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,317 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,321 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,325 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,329 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,332 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,335 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,339 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,342 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,346 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,349 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,353 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,357 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,360 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,364 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,368 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,372 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,375 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,379 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,382 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,385 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,389 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,393 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,396 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,400 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,404 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,407 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,410 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,414 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,418 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,421 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,425 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,430 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,433 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,437 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,441 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,444 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,447 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,451 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,454 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,458 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,462 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,466 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,470 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,473 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,477 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,481 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,484 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,488 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,491 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,495 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:12,496 - __main__ - DEBUG - Game 1, Step 910: Player 2 chose action 12
2025-04-29 01:23:12,553 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,559 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,565 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,572 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,578 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,583 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,590 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,596 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,601 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,606 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,611 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,616 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,621 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,626 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,631 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,635 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,640 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,645 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,650 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,654 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,659 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,663 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,668 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,673 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,678 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,682 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,687 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,691 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,696 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,703 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,707 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,712 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,717 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,722 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,727 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,732 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,737 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,742 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,747 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,752 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,757 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,763 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,771 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,777 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,782 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,787 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,794 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,799 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,805 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,810 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,814 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,821 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,826 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,832 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,838 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,844 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,849 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,855 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,862 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,867 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,873 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,879 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,883 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,889 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,895 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,900 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,905 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,911 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,916 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,921 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,926 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,931 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,935 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,940 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,945 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,950 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,954 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,959 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,964 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,969 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,974 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,978 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,983 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,988 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,993 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:12,998 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,003 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,008 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,012 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,018 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,023 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,029 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,034 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,035 - __main__ - DEBUG - Game 1, Step 911: Player 3 chose action 0
2025-04-29 01:23:13,073 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,076 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,079 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,083 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,087 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,090 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,093 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,097 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,100 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,104 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,108 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,111 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,115 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,118 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,122 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,126 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,129 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,133 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,136 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,140 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,144 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,147 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,150 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,153 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,156 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,161 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,165 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,168 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,171 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,175 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,178 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,181 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,185 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,189 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,192 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,196 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,199 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,203 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,206 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,209 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,213 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,216 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,219 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,223 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,227 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,231 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,234 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,238 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,241 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,244 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,248 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,251 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,255 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,260 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,264 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,268 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,271 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,274 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,278 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,282 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,286 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,292 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,297 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,301 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,305 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,309 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,313 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,316 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,322 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,326 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,329 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,333 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,337 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,340 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,345 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,349 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,352 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,357 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,360 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,364 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,368 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,371 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,375 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,379 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,383 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,388 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,391 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,395 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,399 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,403 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,408 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,411 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,415 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,419 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 26
2025-04-29 01:23:13,420 - __main__ - DEBUG - Game 1, Step 912: Player 0 chose action 14
2025-04-29 01:23:14,100 - __main__ - DEBUG - Game 1, Step 913: Player 1 chose action 57
2025-04-29 01:23:14,526 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:14,870 - __main__ - DEBUG - Game 1, Step 914: Player 2 chose action 57
2025-04-29 01:23:15,255 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:15,798 - __main__ - DEBUG - Game 1, Step 915: Player 3 chose action 57
2025-04-29 01:23:15,952 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:16,239 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:16,414 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:16,421 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:16,438 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:16,445 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:16,451 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:16,458 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:16,465 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:16,471 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:16,476 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:16,483 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:16,490 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
